ExportedOn
7/19/2022 2:51:06 PM

SampleClass,AgencyCode,StationNumber,RiverSubBasinCode,StationType,StationNameDescription,StationComment,LatititudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCodeDescription,TotalSampleCount,EarliestSample,PriorTo1970,During1970_79,During1980_89,During1990_99,During2000_2009,During2010_2019,MostRecentSampleDate,Inorganics_ions_physicals_nutrients_bacteria,Metals,Pesticides,Organics_No_Pesticides
A,211,AB05CC0710,05CC,1 (LAKE),GABRIEL LAKE NORTH END,,52.43528,-114.45417,0 (WATER),2,02-Aug-1972,0,2,0,0,0,0,28-Aug-1972,2,0,0,0
A,211,AB05CC0720,05CC,5 (RESERVOIR),MASKEPETOON LAKE (RESERVOIR) COMPOSITE,,52.27361,-113.86278,0 (WATER),1,17-Jun-1994,0,0,0,1,0,0,17-Jun-1994,1,1,0,0
A,211,AB05CC0730,05CC,5 (RESERVOIR),MASKEPETOON LAKE (RESERVOIR) PROFILE,,52.27361,-113.86278,0 (WATER),6,17-Jun-1994,0,0,0,6,0,0,17-Jun-1994,6,0,0,0
A,211,AB05CC0780,05CC,41 (EFFLUENT),RED DEER CITY WATER TREATMENT PLANT RED DEER CITY WATER TREATMENT PLANT EFFLUENT    -  GRAB SAMPLE,,52.27472,-113.81528,20 (WASTEWATER),4,31-Jan-1994,0,0,0,4,0,0,28-Feb-1994,2,2,0,2
A,211,AB05CC0790,05CC,41 (EFFLUENT),RED DEER CITY SEWAGE EFFLUENT RED DEER CITY SEWAGE EFFLUENT GRAB SAMPLE,,52.31444,-113.78917,22 (TREATED WASTEWATER),21,27-Aug-1991,0,0,0,21,0,0,21-Aug-1996,19,12,0,2
A,211,AB05CC0800,05CC,41 (EFFLUENT),BLACKFALDS SEWAGE LAGOON EFFLUENT BLACKFALDS SEWAGE LAGOON EFFLUENT GRAB SAMPLE,,52.37389,-113.77833,22 (TREATED WASTEWATER),10,27-Aug-1991,0,0,0,10,0,0,21-Aug-1996,8,3,0,2
A,211,AB05CC1500,05CC,0 (RIVER OR STREAM),MEDICINE RIVER AT HIGHWAY 53 BRIDGE,,52.63972,-114.51806,0 (WATER),15,24-Apr-2006,0,0,0,0,15,0,16-Oct-2007,15,0,0,0
A,211,AB05CC1505,05CC,0 (RIVER OR STREAM),GABRIELLE LAKE OUTLET U/S CONFLUENCE WITH MEDICINE RIVER AT TWP RD 35,,52.44972,-114.41250,0 (WATER),6,24-Apr-2007,0,0,0,0,6,0,16-Oct-2007,6,0,0,0
A,211,AB05CC1510,05CC,0 (RIVER OR STREAM),MEDICINE RIVER AT RAINY CREEK ROAD BRIDGE,"Twp Rd 400, 1 km West of Hwy 766",52.40722,-114.38472,0 (WATER),15,24-Apr-2006,0,0,0,0,15,0,16-Oct-2007,15,0,0,0
A,211,AB05CC1515,05CC,1 (LAKE),MEDICINE LAKE COMPOSITE,whole lake composite,52.73582,-114.73737,0 (WATER),5,14-Jun-2018,0,0,0,0,0,5,03-Oct-2018,5,0,0,0
A,211,AB05CC1520,05CC,1 (LAKE),MEDICINE LAKE PROFILE,sample collected in the South basin,52.73582,-114.73737,97 (INVERTEBRATES),12,12-Jul-2018,0,0,0,0,0,12,03-Oct-2018,,,,
A,211,AB05CC1520,05CC,1 (LAKE),MEDICINE LAKE PROFILE,sample collected in the South basin,52.73582,-114.73737,0 (WATER),75,14-Jun-2018,0,0,0,0,0,75,03-Oct-2018,75,0,0,0
A,211,AB05CC1535,05CC,0 (RIVER OR STREAM),MEDICINE RIVER U/S ECKVILLE AT HWY 54-CENTRE,,52.37611,-114.35750,0 (WATER),5,17-Apr-1997,0,0,0,5,0,0,01-May-1997,5,0,0,0
A,211,AB05CC1540,05CC,1 (LAKE),SYLVAN LAKE (NO DESCRIP),THIRD PARTY SAMPLED,52.35750,-114.27944,0 (WATER),1,27-Sep-1969,1,0,0,0,0,0,27-Sep-1969,1,0,0,0
A,211,AB05CC1550,05CC,1 (LAKE),SYLVAN LAKE GRAB,THIRD PARTY SAMPLED LOCATED IN RED DEER REGION,52.35000,-114.16667,0 (WATER),1,27-Oct-1980,0,0,1,0,0,0,27-Oct-1980,1,0,0,0
A,211,AB05CC1560,05CC,1 (LAKE),BUCK LAKE (NO DESCRIP),THIRD PARTY SAMPLED,52.43028,-114.73528,0 (WATER),1,15-Nov-1977,0,1,0,0,0,0,15-Nov-1977,1,0,0,0
A,211,AB05CC1580,05CC,5 (RESERVOIR),OPEN CREEK RESERVOIR GRAB,THIRD PARTY SAMPLED LOCATED IN THE EDSON REGION - APRIL 1988,52.66667,-114.55000,0 (WATER),1,01-Jun-1978,0,1,0,0,0,0,01-Jun-1978,1,0,0,0
A,211,AB05CC1630,05CC,0 (RIVER OR STREAM),LITTLE BUFFALO CREEK NEAR MOUTH,,52.04917,-114.02333,0 (WATER),12,31-Mar-1997,0,0,0,12,0,0,22-May-1997,12,0,0,0
A,211,AB05CC1750,05CC,0 (RIVER OR STREAM),WEISE STREET CREEK (GULL LAKE INFLOW) AT CORNER OF WEISE ST AND LAKEVIEW AVE IN SUMMER VILLAGE OF GULL LAKE,,52.46306,-113.93778,0 (WATER),15,07-Apr-1999,0,0,0,8,7,0,14-Apr-2005,12,0,2,0
A,211,AB05CC1760,05CC,0 (RIVER OR STREAM),WILLOW STREET CREEK (GULL LAKE INFLOW) CORNER OF PREMIER AND WILLOW ST IN SUMMER VILLAGE OF GULL LAKE,,52.46056,-113.95083,0 (WATER),5,27-Mar-1999,0,0,0,4,1,0,08-Apr-2005,5,0,0,0
A,211,AB05CC1770,05CC,0 (RIVER OR STREAM),GULL LAKE DIVERSION (GULL LAKE INFLOW) LOCAL RUNOFF - AT CULVERT 0.5 KM BEFORE LAKE,Flow is local runoff only - not water pumped from the Blindman,52.48778,-114.02500,0 (WATER),8,27-Mar-1999,0,0,0,8,0,0,15-Jul-1999,8,0,0,0
A,211,AB05CC1775,05CC,0 (RIVER OR STREAM),GULL LAKE DIVERSION (GULL LAKE INFLOW) DURING PUMPING - AT CULVERT 0.5 KM BEFORE LAKE,combined local runoff and water pumped from Blindman,52.48778,-114.02500,0 (WATER),23,25-Apr-2002,0,0,0,0,23,0,25-Apr-2005,23,7,3,0
A,211,AB05CC1780,05CC,0 (RIVER OR STREAM),BEAVER CREEK (GULL LAKE INFLOW) 1/2 MILE SOUTH OF OUR LADY OF VICTORY CAMP,immediately d/s of DU marsh with control structure,52.51861,-114.02417,0 (WATER),9,07-Apr-1999,0,0,0,9,0,0,15-Jul-1999,9,0,0,0
A,211,AB05CC1790,05CC,0 (RIVER OR STREAM),BIRCH BAY CREEK (GULL LAKE INFLOW) APPROX 1 MILE NORTH OF SUNSET CAMPGROUND,immediately d/s of DU marsh with control structure,52.55694,-114.07889,0 (WATER),4,07-Apr-1999,0,0,0,4,0,0,15-Apr-1999,4,0,0,0
A,211,AB05CC1800,05CC,0 (RIVER OR STREAM),SUCKER CREEK (GULL LAKE INFLOW) 0.2 KM SOUTH OF PAULSEN'S PASTURE SUBDIVISION ENTRANCE,,52.58611,-114.07444,0 (WATER),12,27-Mar-1999,0,0,0,9,3,0,09-Jul-2000,10,0,2,0
A,211,AB05CC1810,05CC,0 (RIVER OR STREAM),PARKLAND CREEK (GULL LAKE INFLOW) AT EAST END OF PARKLAND BEACH ROAD,"ditch on south side of road, across from Marina entrance gate",52.61056,-114.05667,0 (WATER),7,07-Apr-1999,0,0,0,5,2,0,09-Jul-2000,5,0,2,0
A,211,AB05CC1815,05CC,0 (RIVER OR STREAM),"PARKLAND CREEK SOUTH (GULL LAKE INFLOW) AT CULVERT CROSSING IN SUMMER VILLAGE OF PARKLAND, SW OF STORE",Volunteer sampling site for pesticide & bactis,52.60833,-114.05083,0 (WATER),2,04-Jul-2000,0,0,0,0,2,0,09-Jul-2000,0,0,2,0
A,211,AB05CC1820,05CC,0 (RIVER OR STREAM),NORTH CREEK (GULL LAKE INFLOW) CULVERT AT NORTH END OF NORTH MARSH,,52.65306,-114.06222,0 (WATER),15,12-Apr-1999,0,0,0,11,4,0,15-Aug-2000,13,0,2,0
A,211,AB05CC1830,05CC,0 (RIVER OR STREAM),NORTHEAST CREEK (GULL LAKE INFLOW) JUST WEST OF WEDLANDS DRIVEWAY,,52.61139,-114.00833,0 (WATER),2,07-Apr-1999,0,0,0,2,0,0,09-Apr-1999,2,0,0,0
A,211,AB05CC1840,05CC,0 (RIVER OR STREAM),TROUT FARM CREEK (GULL LAKE INFLOW) 0.2 KM NORTH OF TROUT FARM ENTRANCE,,52.58028,-113.98528,0 (WATER),2,27-Mar-1999,0,0,0,2,0,0,07-Apr-1999,2,0,0,0
A,211,AB05CC1850,05CC,0 (RIVER OR STREAM),EAST SIDE CREEK (GULL LAKE INFLOW) NEAR QUONSET CABIN,,52.55056,-113.95250,0 (WATER),7,27-Mar-1999,0,0,0,7,0,0,08-Jul-1999,7,0,0,0
A,211,AB05CC1860,05CC,0 (RIVER OR STREAM),WILSON CREEK (GULL LAKE INFLOW) AT NORTH END OF WILSON BEACH,,52.52611,-113.93639,0 (WATER),21,07-Apr-1999,0,0,0,15,6,0,10-Jul-2000,19,0,3,0
A,211,AB05CC1870,05CC,0 (RIVER OR STREAM),SONRISE CREEK (GULL LAKE INFLOW) IN BAPTIST CAMP YARD,,52.50417,-113.93250,0 (WATER),16,07-Apr-1999,0,0,0,11,5,0,10-Jul-2000,14,0,3,0
A,211,AB05CC1880,05CC,0 (RIVER OR STREAM),SAILING CLUB CREEK (GULL LAKE INFLOW) APPROX 2 KM NORTHEAST OF GULL LAKE STORE ON ROAD TO SAILING CLUB,,52.47250,-113.92361,0 (WATER),21,27-Mar-1999,0,0,0,14,7,0,14-Apr-2005,19,0,3,0
A,211,AB05CC1885,05CC,0 (RIVER OR STREAM),SAILING CLUB CREEK (GULL LAKE INFLOWS) AT HWY 792,,52.46944,-113.91528,0 (WATER),2,08-Apr-2005,0,0,0,0,2,0,14-Apr-2005,2,0,0,0
A,211,AB05CC1890,05CC,0 (RIVER OR STREAM),SAILING CLUB CREEK (GULL LAKE INFLOW) INFLOW 1 MILE U/S HWY 792,MIDPOINT WATERSHED SAMPLE - ABOVE DAIRY,52.46694,-113.89139,0 (WATER),1,31-Mar-2000,0,0,0,0,1,0,31-Mar-2000,1,0,0,0
A,211,AB05CC1900,05CC,0 (RIVER OR STREAM),SAILING CLUB CREEK (GULL LAKE INFLOW) MIDPOINT SAMPLE ON SAILING CLUB CREEK 1 MILE EAST OF HWY 792,"was called ""#2"" when created",52.48611,-113.89139,0 (WATER),1,31-Mar-2000,0,0,0,0,1,0,31-Mar-2000,1,0,0,0
A,211,AB05CC1910,05CC,0 (RIVER OR STREAM),SONRISE CREEK (GULL LAKE INFLOW) AT SEC HWY 792 MIDPOINT SAMPLE ON SONRISE CREEK,,52.51694,-113.91583,0 (WATER),1,31-Mar-2000,0,0,0,0,1,0,31-Mar-2000,1,0,0,0
A,211,AB05CC1920,05CC,0 (RIVER OR STREAM),"ALBERT'S CREEK (GULL LAKE INFLOW) TRENCH 50 YDS. SOUTH OF TWP RD 424, EAST SIDE OF SEC 771 AT N END OF LAKE.",Initiated by volunteer sampling group.,52.64167,-114.07500,0 (WATER),1,04-Jul-2000,0,0,0,0,1,0,04-Jul-2000,,,,
A,211,AB05CC1930,05CC,0 (RIVER OR STREAM),BIRCHCLIFF CREEK (SYLVAN LAKE INFLOW) EAST OF SUNNYSIDE CAMP ALONG BIRCHCLIFF ROAD,,52.35961,-114.11464,0 (WATER),10,11-Mar-2001,0,0,0,0,10,0,12-Apr-2007,9,0,2,0
A,211,AB05CC1935,05CC,0 (RIVER OR STREAM),JARVIS BAY CREEK (SYLVAN LAKE INFLOW) AT MOUTH,,52.37278,-114.08000,0 (WATER),3,08-Apr-2006,0,0,0,0,3,0,22-Apr-2007,3,0,0,0
A,211,AB05CC1938,05CC,0 (RIVER OR STREAM),HONEYMOON CREEK (SYLVAN LAKE INFLOW) AT RG RD #21 - NORTH CULVERT,,52.33333,-114.15000,0 (WATER),4,08-Apr-2006,0,0,0,0,4,0,28-Mar-2007,4,0,0,0
A,211,AB05CC1939,05CC,0 (RIVER OR STREAM),HONEYMOON CREEK (SYLVAN LAKE INFLOW) AT RG RD #21 - SOUTH CULVERT,,52.33333,-114.15000,0 (WATER),14,08-Apr-2006,0,0,0,0,14,0,28-Apr-2008,14,0,0,0
A,211,AB05CC1940,05CC,0 (RIVER OR STREAM),HONEYMOON CREEK (SYLVAN LAKE INFLOW) RG RD 21 - AFTER CULVERTS JOIN,2.15 KM North on Halfmoon Bay Rd - Follow trail east through field to lake,52.33972,-114.15919,0 (WATER),11,11-Mar-2001,0,0,0,0,11,0,07-Apr-2005,11,0,2,0
A,211,AB05CC1945,05CC,0 (RIVER OR STREAM),SYLVAN LAKE NATURAL AREA CREEK (SYLVAN LAKE INFLOW SOUTH OF RAINY CREEK ROAD ON RANGE ROAD 2-4,1 M d/s of culvert on east side of road,52.39347,-114.24069,0 (WATER),4,26-Mar-2008,0,0,0,0,4,0,28-Apr-2008,4,0,0,0
A,211,AB05CC1950,05CC,0 (RIVER OR STREAM),LAMBE CREEK (SYLVAN LAKE INFLOW) CROSSING THROUGH PROPERTY OF B. LAMBE (2015-TWP-RD 394),permission rec'd from land owner to access creek (mar '01),52.37606,-114.15014,0 (WATER),8,08-Mar-2001,0,0,0,0,8,0,28-Mar-2007,7,0,2,0
A,211,AB05CC2140,05CC,1 (LAKE),BLACKFALDS LAKE COMPOSITE,,52.38833,-113.72139,0 (WATER),10,28-Jun-2008,0,0,0,0,5,5,20-Sep-2018,8,0,0,0
A,211,AB05CC2145,05CC,1 (LAKE),BLACKFALDS LAKE PROFILE,,52.38833,-113.72139,0 (WATER),32,28-Jun-2008,0,0,0,0,14,18,20-Sep-2018,32,0,0,0
A,211,AB05CC2145,05CC,1 (LAKE),BLACKFALDS LAKE PROFILE,,52.38833,-113.72139,97 (INVERTEBRATES),12,17-Jul-2018,0,0,0,0,0,12,20-Sep-2018,,,,
A,211,AB05CD0005,05CD,14 (WETLAND),WETLAND #51 NORTH OF ERSKINE,,52.34236,-112.90589,1 (WATER SURFACE FILM),1,06-Jul-2000,0,0,0,0,1,0,06-Jul-2000,0,0,1,0
A,211,AB05CD0005,05CD,14 (WETLAND),WETLAND #51 NORTH OF ERSKINE,,52.34236,-112.90589,0 (WATER),18,27-Apr-2000,0,0,0,0,18,0,31-Oct-2000,8,0,18,0
A,211,AB05CD0050,05CD,0 (RIVER OR STREAM),RED DEER RIVER U/S OF UNION CARBIDE FINAL EFFLUENT - TRANSECT,D/S OF BLINDMAN RIVER,52.34722,-113.72694,0 (WATER),19,08-Sep-1995,0,0,0,19,0,0,23-Jan-1996,19,11,0,0
A,211,AB05CD0090,05CD,0 (RIVER OR STREAM),"RED DEER RIVER U/S OF UNION CARBIDE EFFLUENT, D/S OF BLINDMAN RIVER",,52.34278,-113.69194,0 (WATER),12,20-Nov-1991,0,0,0,12,0,0,09-Feb-1995,7,6,0,5
A,211,AB05CD0100,05CD,0 (RIVER OR STREAM),RED DEER RIVER BELOW RED DEER JOFFRE BRIDGE,DAM IMPACT STUDY - SITE 6,52.26667,-113.58472,0 (WATER),182,05-Mar-1958,37,54,72,19,0,0,29-Oct-1992,168,8,1,4
A,211,AB05CD0120,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT JOFFRE BRIDGE - TRANSECT,,52.26833,-113.59087,96 (VEGETATION (AQUATIC)),10,19-Aug-1997,0,0,0,10,0,0,19-Aug-1997,10,0,0,0
A,211,AB05CD0120,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT JOFFRE BRIDGE - TRANSECT,,52.26833,-113.59087,91 (EPILITHIC),72,21-May-1997,0,0,0,72,0,0,24-Sep-1997,72,0,0,0
A,211,AB05CD0120,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT JOFFRE BRIDGE - TRANSECT,,52.26833,-113.59087,50 (SEDIMENTS),1,19-Aug-1997,0,0,0,1,0,0,19-Aug-1997,,,,
A,211,AB05CD0120,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT JOFFRE BRIDGE - TRANSECT,,52.26833,-113.59087,0 (WATER),50,27-Aug-1991,0,0,0,32,18,0,29-Oct-2002,50,14,0,0
A,211,AB05CD0210,05CD,0 (RIVER OR STREAM),RED DEER RIVER 21 MILES EAST OF RED DEER,,52.25000,-113.50000,0 (WATER),1,17-Dec-1971,0,1,0,0,0,0,17-Dec-1971,1,0,0,0
A,211,AB05CD0220,05CD,0 (RIVER OR STREAM),RED DEER RIVER RICHARDSON FARM D/S OF COMINCO EFFLUENT,,52.24056,-113.41167,0 (WATER),11,27-Aug-1991,0,0,0,11,0,0,21-Oct-1992,9,3,0,2
A,211,AB05CD0222,05CD,0 (RIVER OR STREAM),RED DEER RIVER NEAR HAYNES - TRANSECT,,52.25028,-113.37185,0 (WATER),34,13-Sep-1996,0,0,0,34,0,0,21-Aug-1997,24,0,0,0
A,211,AB05CD0230,05CD,0 (RIVER OR STREAM),RED DEER RIVER 4 MILES ABOVE CONTENT BRIDGE,,52.31667,-113.16667,0 (WATER),142,23-Apr-1981,0,0,142,0,0,0,09-May-1988,141,2,0,0
A,211,AB05CD0240,05CD,0 (RIVER OR STREAM),RED DEER RIVER ABOVE GULF NEVIS GAS PLANT,,52.31806,-113.08389,0 (WATER),53,05-Mar-1958,19,33,1,0,0,0,31-Aug-1982,51,4,0,0
A,211,AB05CD0250,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT NEVIS BRIDGE-RIGHT BANK,,52.30639,-113.07917,91 (EPILITHIC),361,15-Jun-1999,0,0,0,9,152,164,13-Oct-2021,336,0,0,0
A,211,AB05CD0250,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT NEVIS BRIDGE-RIGHT BANK,,52.30639,-113.07917,0 (WATER),293,07-Sep-1995,0,0,0,13,131,122,01-Mar-2022,289,176,97,42
A,211,AB05CD0280,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT NEVIS BRIDGE-CENTRE,,52.30639,-113.07750,0 (WATER),2,11-Jul-1996,0,0,0,2,0,0,22-Aug-1996,2,0,0,0
A,211,AB05CD0290,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT AT NEVIS BRIDGE,,52.30639,-113.07694,96 (VEGETATION (AQUATIC)),10,20-Aug-1997,0,0,0,10,0,0,20-Aug-1997,10,0,0,0
A,211,AB05CD0290,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT AT NEVIS BRIDGE,,52.30639,-113.07694,91 (EPILITHIC),30,20-Aug-1997,0,0,0,30,0,0,20-Aug-1997,30,0,0,0
A,211,AB05CD0290,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT AT NEVIS BRIDGE,,52.30639,-113.07694,50 (SEDIMENTS),1,20-Aug-1997,0,0,0,1,0,0,20-Aug-1997,,,,
A,211,AB05CD0290,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT AT NEVIS BRIDGE,,52.30639,-113.07694,0 (WATER),14,20-Sep-1995,0,0,0,14,0,0,20-Aug-1997,14,11,0,0
A,211,AB05CD0320,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT NEVIS BRIDGE-LEFT BANK,,52.30639,-113.07528,0 (WATER),92,20-Feb-1959,24,13,22,33,0,0,22-Aug-1996,74,4,0,3
A,211,AB05CD0330,05CD,0 (RIVER OR STREAM),RED DEER RIVER CONTENT BRIDGE AT NEVIS-LEFT AND RIGHT BANK COMPOSITE,,52.30639,-114.07528,0 (WATER),1,28-Aug-1991,0,0,0,1,0,0,28-Aug-1991,1,0,0,0
A,211,AB05CD0350,05CD,0 (RIVER OR STREAM),RED DEER RIVER NEAR BIG VALLEY AT HWY 590,,52.02611,-112.94556,0 (WATER),18,05-May-1992,0,0,0,18,0,0,17-Mar-1993,8,0,0,0
A,211,AB05CD0352,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT NEAR BIG VALLEY AT HWY 590 BRIDGE,,52.02139,-112.94611,96 (VEGETATION (AQUATIC)),5,20-Aug-1997,0,0,0,5,0,0,20-Aug-1997,5,0,0,0
A,211,AB05CD0352,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT NEAR BIG VALLEY AT HWY 590 BRIDGE,,52.02139,-112.94611,91 (EPILITHIC),30,20-Aug-1997,0,0,0,30,0,0,20-Aug-1997,30,0,0,0
A,211,AB05CD0352,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT NEAR BIG VALLEY AT HWY 590 BRIDGE,,52.02139,-112.94611,50 (SEDIMENTS),1,20-Aug-1997,0,0,0,1,0,0,20-Aug-1997,,,,
A,211,AB05CD0352,05CD,0 (RIVER OR STREAM),RED DEER RIVER TRANSECT NEAR BIG VALLEY AT HWY 590 BRIDGE,,52.02139,-112.94611,0 (WATER),1,20-Aug-1997,0,0,0,1,0,0,20-Aug-1997,1,0,0,0
A,211,AB05CD0370,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT HWY 585 BRIDGE NEAR TROCHU,,51.83333,-113.00000,0 (WATER),24,31-Aug-1982,0,0,24,0,0,0,19-Jan-1987,17,1,0,0
A,211,AB05CD0400,05CD,0 (RIVER OR STREAM),PARLBY CREEK AT HWY 21,,52.46667,-113.08333,0 (WATER),94,10-Apr-1981,0,0,89,5,0,0,08-Oct-1992,94,2,0,0
A,211,AB05CD0410,05CD,0 (RIVER OR STREAM),PARLBY CREEK AT HWY 50,,52.45000,-113.13333,0 (WATER),91,10-Apr-1981,0,0,87,4,0,0,13-Aug-1992,91,1,0,0
A,211,AB05CD0420,05CD,0 (RIVER OR STREAM),PARLBY CREEK NORTHEAST OF ALIX,,52.40000,-113.16667,0 (WATER),90,10-Apr-1981,0,0,83,7,0,0,09-Sep-1993,89,2,0,0
A,211,AB05CD0430,05CD,0 (RIVER OR STREAM),PARLBY CREEK NORTHWEST OF ALIX,,52.40000,-113.20000,0 (WATER),111,10-Apr-1981,0,0,84,27,0,0,19-Aug-1998,110,1,0,0
A,211,AB05CD0440,05CD,0 (RIVER OR STREAM),PARLBY CREEK 1 KM U/S OF HWY 21 AT PROVINCIAL GAUGE,,52.49389,-113.10778,0 (WATER),60,24-May-1995,0,0,0,55,5,0,25-Sep-2007,60,0,0,0
A,211,AB05CD0450,05CD,0 (RIVER OR STREAM),HAYNES CREEK GUILBAULT SITE AT WIER WOODED AREA DRAINAGE (CX),CAESA PROJECT,52.40139,-113.62889,0 (WATER),59,21-Feb-1995,0,0,0,59,0,0,24-Apr-1997,30,0,2,0
A,211,AB05CD0460,05CD,0 (RIVER OR STREAM),HAYNES CREEK OTTO SITE AT ISCO INTAKE FIELD AREA DRAINAGE (F1),CAESA PROJECT,52.41944,-113.58111,0 (WATER),138,21-Feb-1995,0,0,0,138,0,0,21-Apr-1997,100,0,0,0
A,211,AB05CD0470,05CD,0 (RIVER OR STREAM),HAYNES CREEK ORO SITE AT WIER FIELD AREA DRAINAGE (F2),CAESA PROJECT,52.42000,-113.58083,0 (WATER),151,21-Feb-1995,0,0,0,151,0,0,22-Apr-1997,106,0,0,0
A,211,AB05CD0480,05CD,0 (RIVER OR STREAM),HAYNES CREEK WIERENGA SITE AT WIER FIELD AREA DRAINAGE (F3),CAESA PROJECT,52.42028,-113.55472,0 (WATER),97,21-Feb-1995,0,0,0,97,0,0,20-Apr-1997,65,0,3,0
A,211,AB05CD0490,05CD,0 (RIVER OR STREAM),HAYNES CREEK U/S OF WIERENGA 50 METERS U/S OF WIER,,52.41944,-113.50167,0 (WATER),8,12-Mar-1995,0,0,0,8,0,0,20-Apr-1997,8,0,0,0
A,211,AB05CD0500,05CD,0 (RIVER OR STREAM),HAYNES CREEK U/S RANDALL SITE CATTLE WINTERING AREA DRAINAGE (CT1),CAESA PROJECT,52.43417,-113.54778,0 (WATER),109,21-Feb-1995,0,0,0,109,0,0,26-Jun-1997,79,0,0,0
A,211,AB05CD0510,05CD,0 (RIVER OR STREAM),HAYNES CREEK D/S RANDALL SITE CATTLE WINTERING AREA DRAINAGE (CT2),CAESA PROJECT,52.43167,-113.54833,0 (WATER),108,21-Feb-1995,0,0,0,108,0,0,25-Jun-1997,85,0,0,0
A,211,AB05CD0520,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM SITE AT HWY 815 U/S END OF ROAD CULVERT CATTLE WINTERING AREA DRAINAGE (M1),CAESA PROJECT,52.41889,-113.53111,0 (WATER),347,21-Feb-1995,0,0,0,243,104,0,03-Oct-2007,276,0,89,0
A,211,AB05CD0530,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM SITE 4.4 MILES SOUTH OF CLIVE (M2),CAESA PROJECT,52.39944,-113.45806,0 (WATER),81,21-Feb-1995,0,0,0,81,0,0,23-May-1996,54,0,0,0
A,211,AB05CD0540,05CD,0 (RIVER OR STREAM),HAYNES CREEK BENNETT SITE AT CULVERT CATTLE WINTERING AREA DRAINAGE (CT3),CAESA PROJECT,52.39306,-113.45861,0 (WATER),22,21-Feb-1995,0,0,0,22,0,0,09-Apr-1996,10,0,0,0
A,211,AB05CD0550,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM-U/S JONES SITE CATTLE WINTERING AREA DRAINAGE (M3),CAESA PROJECT,52.39056,-113.44722,0 (WATER),66,23-Mar-1993,0,0,0,66,0,0,29-Apr-1996,44,0,0,0
A,209,AB05CD0560,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM-D/S JONES SITE CATTLE WINTERING AREA DRAINAGE (M4),CAESA PROJECT,52.38806,-113.44528,0 (WATER),1,01-Oct-1998,0,0,0,1,0,0,01-Oct-1998,0,0,1,0
A,211,AB05CD0560,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM-D/S JONES SITE CATTLE WINTERING AREA DRAINAGE (M4),CAESA PROJECT,52.38806,-113.44528,0 (WATER),56,23-Mar-1993,0,0,0,56,0,0,23-May-1996,53,0,0,0
A,209,AB05CD0560,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM-D/S JONES SITE CATTLE WINTERING AREA DRAINAGE (M4),CAESA PROJECT,52.38806,-113.44528,60 (AIR),17,18-Apr-1999,0,0,0,16,1,0,18-Jan-2000,0,0,17,1
A,209,AB05CD0560,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM-D/S JONES SITE CATTLE WINTERING AREA DRAINAGE (M4),CAESA PROJECT,52.38806,-113.44528,31 (SNOW),3,25-Jan-1999,0,0,0,3,0,0,25-Jan-1999,0,0,3,0
A,209,AB05CD0560,05CD,0 (RIVER OR STREAM),HAYNES CREEK MAINSTEM-D/S JONES SITE CATTLE WINTERING AREA DRAINAGE (M4),CAESA PROJECT,52.38806,-113.44528,30 (RAIN),16,03-Jun-1998,0,0,0,16,0,0,21-Jul-1999,0,0,16,0
A,211,AB05CD0570,05CD,0 (RIVER OR STREAM),"HAYNES CREEK D/S OF MARSH AREA 6.0 MILES SOUTH, 7 MILES EAST OF CLIVE (M5)",CAESA PROJECT,52.37556,-113.44111,0 (WATER),105,23-Mar-1993,0,0,0,105,0,0,29-May-1996,75,0,0,0
A,211,AB05CD0580,05CD,0 (RIVER OR STREAM),HAYNES CREEK TRIBUTARY SOUTH SITE 7.5 MILES SOUTH OF CLIVE(T1),CAESA PROJECT,52.35333,-113.45861,0 (WATER),59,21-Feb-1995,0,0,0,59,0,0,23-Apr-1997,28,0,0,0
